Job Post ID,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,Annualised Minimum Salary in KYD,Annualised Maximum Salary in KYD,Mean Annual Salary in KYD
W8U2D8,45,KYD,Bi-Weekly,"KYD$1,170 - KYD$1,950 Monthly (paid Bi-Weekly)",14040,23400,14040,23400,18720
W7M8Y5,40,KYD,Per Month,KYD$300 Weekly (paid Monthly),15600,15600,15600,15600,15600
W6D3F8,40,KYD,Per Week,KYD$560 - KYD$720 Weekly,29120,37440,29120,37440,33280
V6J6B8,45,KYD,Per Hour,KYD$9 Per Hour (paid Per Hour),21060,21060,21060,21060,21060
U8V5R2,45,KYD,Per Month,"KYD$6,424 - KYD$8,430 Monthly",77088,101160,77088,101160,89124
U6T8M2,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
U6A2H7,35,USD,Per Month,"USD$125,000 - USD$140,000 Per Annum (paid Monthly)",125000,140000,104166.67,116666.67,110416.67
T5K2W3,37.5,USD,Per Month,"USD$150,000 - USD$200,000 Per Annum (paid Monthly)",150000,200000,125000,166666.67,145833.33
S7K7V8,40,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),12480,16640,12480,16640,14560
S5X4T8,25,KYD,Per Week,KYD$10 - KYD$12 Per Hour (paid Weekly),13000,15600,13000,15600,14300
S3E6N3,40,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly),20800,24960,20800,24960,22880
R3S8J2,45,KYD,Per Month,KYD$6 - KYD$12 Per Hour (paid Monthly),14040,28080,14040,28080,21060
Q3R4C5,45,KYD,Per Week,"KYD$109,200 - KYD$124,800 Per Annum (paid Weekly)",109200,124800,109200,124800,117000
P8P4U2,45,KYD,Per Month,"KYD$3,999.45 Monthly",47993.4,47993.4,47993.4,47993.4,47993.4
P7X5F2,45,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly) + gratuities,23400,28080,23400,28080,25740
K8R3W2,40,KYD,Bi-Weekly,"KYD$24,960 - KYD$29,120 Per Annum (paid Bi-Weekly)",24960,29120,24960,29120,27040
J8Q4P4,45,KYD,Per Week,KYD$326.25 - KYD$337.5 Weekly,16965,17550,16965,17550,17257.5
H8A7F7,45,KYD,Per Year,"KYD$38,000 Per Annum (paid Per Annum)",38000,38000,38000,38000,38000
H7Y4J8,45,KYD,Bi-Monthly,"KYD$1,299.67 - KYD$1,700.4 Bi-Monthly (paid Bi-Monthly)",31192.2,40809.6,31192.2,40809.6,36000.9
H4Q5C6,45,KYD,Per Month,"KYD$810 - KYD$1,350 Bi-Weekly (paid Monthly)",21060,35100,21060,35100,28080
H2R8A5,45,KYD,Per Week,KYD$315 - KYD$450 Weekly,16380,23400,16380,23400,19890
G6P5H6,37.5,USD,Per Month,"USD$95,000 - USD$125,000 Per Annum (paid Monthly)",95000,125000,79166.67,104166.67,91666.67
G3B5Q4,45,KYD,Per Month,"KYD$54,990 - KYD$74,997 Per Annum (paid Monthly)",54990,74997,54990,74997,64993.5
G2Q7S8,45,USD,Per Month,USD$10 - USD$12.5 Per Hour (paid Monthly) + gratuities,23400,29250,19500,24375,21937.5
F7P5G5,40,KYD,Per Day,KYD$160 - KYD$168 Per Day (paid Per Day),41600,43680,41600,43680,42640
E4V7C5,40,USD,Per Month,"USD$310,000 - USD$530,000 Per Annum (paid Monthly)",310000,530000,258333.33,441666.67,350000
E4K4A3,37.5,USD,Per Month,"USD$170,000 - USD$190,000 Per Annum (paid Monthly)",170000,190000,141666.67,158333.33,150000
E2H8T8,45,KYD,Per Month,"KYD$10,000 - KYD$14,000 Monthly",120000,168000,120000,168000,144000
D6R4N4,45,KYD,Per Month,"KYD$13,000 - KYD$18,000 Monthly",156000,216000,156000,216000,186000
D3Y3G5,45,KYD,Bi-Weekly,"KYD$1,560 Monthly (paid Bi-Weekly)",18720,18720,18720,18720,18720
D3S7E2,45,KYD,Per Month,KYD$6 - KYD$12 Per Hour (paid Monthly),14040,28080,14040,28080,21060
B8W3Q6,45,KYD,Bi-Weekly,KYD$9 - KYD$10 Per Hour (paid Bi-Weekly),21060,23400,21060,23400,22230
B4C3P3,45,KYD,Per Week,KYD$360 - KYD$405 Weekly,18720,21060,18720,21060,19890
B3G2N4,45,KYD,Bi-Weekly,KYD$12 - KYD$13 Per Hour (paid Bi-Weekly),28080,30420,28080,30420,29250
B3F4H5,37.5,USD,Per Month,"USD$89,992.5 - USD$125,000 Per Annum (paid Monthly)",89992.5,125000,74993.75,104166.67,89580.21
B2Y8W6,37.5,USD,Per Month,"USD$120,000 - USD$150,000 Per Annum (paid Monthly)",120000,150000,100000,125000,112500
A8H7D5,45,KYD,Per Hour,KYD$13 Per Hour (paid Per Hour),30420,30420,30420,30420,30420
A6M6D4,37.5,USD,Per Month,"USD$100,000 - USD$130,000 Per Annum (paid Monthly)",100000,130000,83333.33,108333.33,95833.33
A5B2C5,40,KYD,Per Hour,KYD$9.5 - KYD$10.5 Per Hour (paid Per Hour),19760,21840,19760,21840,20800
A4J8R7,35,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),21840,21840,21840,21840,21840
Y6P6X6,45,KYD,Per Week,KYD$315 Weekly,16380,16380,16380,16380,16380
Y3J3V5,40,KYD,Bi-Weekly,"KYD$12,480 - KYD$19,510.4 Per Annum (paid Bi-Weekly)",12480,19510.4,12480,19510.4,15995.2
X7P5S5,45,KYD,Per Month,"KYD$90,000 - KYD$120,000 Per Annum (paid Monthly)",90000,120000,90000,120000,105000
X2W7R2,42.5,USD,Bi-Weekly,USD$14 Per Hour (paid Bi-Weekly) + gratuities,30940,30940,25783.33,25783.33,25783.33
W7Q2J2,45,USD,Per Month,"USD$2,499.9 - USD$3,999.45 Monthly",29998.8,47993.4,24999,39994.5,32496.75
W6R4P5,40,KYD,Per Week,KYD$400 Weekly,20800,20800,20800,20800,20800
W5J4Q7,40,KYD,Per Month,"KYD$40,000 - KYD$65,000 Per Annum (paid Monthly)",40000,65000,40000,65000,52500
W4Q7P7,42.5,USD,Bi-Weekly,USD$14 Per Hour (paid Bi-Weekly) + gratuities,30940,30940,25783.33,25783.33,25783.33
V8F8W4,45,KYD,Bi-Weekly,KYD$9 - KYD$12 Per Hour (paid Bi-Weekly),21060,28080,21060,28080,24570
V2Y5E5,45,KYD,Bi-Weekly,"KYD$800 - KYD$1,000 Bi-Weekly (paid Bi-Weekly) + gratuities",20800,26000,20800,26000,23400
U5F2R4,45,KYD,Bi-Weekly,"KYD$18,720 - KYD$28,080 Per Annum (paid Bi-Weekly) + gratuities",18720,28080,18720,28080,23400
T2Y5H7,40,KYD,Bi-Weekly,"KYD$1,120 - KYD$1,200 Bi-Weekly (paid Bi-Weekly)",29120,31200,29120,31200,30160
T2R2Q8,45,KYD,Bi-Weekly,KYD$9 - KYD$12 Per Hour (paid Bi-Weekly),21060,28080,21060,28080,24570
S7H6N8,40,KYD,Per Month,"KYD$50,003.2 - KYD$69,992 Per Annum (paid Monthly)",50003.2,69992,50003.2,69992,59997.6
S5J5V8,45,KYD,Per Week,KYD$810 Weekly,42120,42120,42120,42120,42120
S5D8N5,42.5,USD,Bi-Weekly,USD$12 Per Hour (paid Bi-Weekly) + gratuities,26520,26520,22100,22100,22100
R7W6S7,45,KYD,Per Month,"KYD$3,500 - KYD$5,000 Monthly",42000,60000,42000,60000,51000
R7N3X4,45,USD,Per Month,"USD$2,700 - USD$3,500 Monthly",32400,42000,27000,35000,31000
R6X7M2,45,KYD,Per Week,"KYD$20,800 Per Annum (paid Weekly)",20800,20800,20800,20800,20800
R4J2N7,40,USD,Per Week,"USD$1,000 Weekly",52000,52000,43333.33,43333.33,43333.33
Q8T3H4,45,KYD,Per Month,"KYD$3,000 - KYD$4,000 Monthly",36000,48000,36000,48000,42000
Q7T6H8,45,KYD,Per Week,KYD$495 - KYD$585 Weekly,25740,30420,25740,30420,28080
Q2Y8X2,42.5,USD,Bi-Weekly,"USD$62,000 - USD$66,000 Per Annum (paid Bi-Weekly)",62000,66000,51666.67,55000,53333.33
P7D2E4,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
P5U2U6,40,KYD,Per Week,"KYD$16,640 - KYD$18,720 Per Annum (paid Weekly)",16640,18720,16640,18720,17680
P4Y2R7,45,KYD,Bi-Weekly,"KYD$43,992 - KYD$54,007.2 Per Annum (paid Bi-Weekly) + gratuities",43992,54007.2,43992,54007.2,48999.6
P2X5S8,42.5,USD,Bi-Weekly,USD$8 Per Hour (paid Bi-Weekly) + gratuities,17680,17680,14733.33,14733.33,14733.33
N8P2B6,45,KYD,Per Hour,KYD$12 - KYD$16 Per Hour (paid Per Hour),28080,37440,28080,37440,32760
N6B4J6,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
N5Y2S6,45,USD,Bi-Weekly,USD$6.5 Per Hour (paid Bi-Weekly) + gratuities,15210,15210,12675,12675,12675
N5V4P4,45,USD,Bi-Weekly,"USD$17,550 - USD$21,060 Per Annum (paid Bi-Weekly)",17550,21060,14625,17550,16087.5
N5Q4H2,4,KYD,Bi-Weekly,KYD$240 - KYD$400 Bi-Weekly (paid Bi-Weekly),6240,10400,6240,10400,8320
N4D5J5,42.5,USD,Bi-Weekly,USD$12 Per Hour (paid Bi-Weekly),26520,26520,22100,22100,22100
M5Y2A4,42.5,USD,Bi-Weekly,USD$8 Per Hour (paid Bi-Weekly) + gratuities,17680,17680,14733.33,14733.33,14733.33
M5V7Q6,42.5,USD,Bi-Weekly,USD$10.5 Per Hour (paid Bi-Weekly) + gratuities,23205,23205,19337.5,19337.5,19337.5
K8Q4Q6,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
K3B2J7,45,KYD,Per Week,KYD$7 - KYD$7.5 Per Hour (paid Weekly),16380,17550,16380,17550,16965
K2M3D8,42.5,USD,Bi-Weekly,USD$10.5 Per Hour (paid Bi-Weekly) + gratuities,23205,23205,19337.5,19337.5,19337.5
J8Y4P6,45,KYD,Per Week,KYD$108 - KYD$126 Per Day (paid Weekly),28080,32760,28080,32760,30420
J7C4H8,40,USD,Bi-Weekly,USD$15 Per Hour (paid Bi-Weekly),31200,31200,26000,26000,26000
J2Q4X4,42.5,USD,Bi-Weekly,USD$10 Per Hour (paid Bi-Weekly) + gratuities,22100,22100,18416.67,18416.67,18416.67
H6C2Y6,45,KYD,Per Month,KYD$10 - KYD$13 Per Hour (paid Monthly),23400,30420,23400,30420,26910
H3X4Y5,45,KYD,Per Month,KYD$26 - KYD$38 Per Hour (paid Monthly),60840,88920,60840,88920,74880
H2K7C7,45,KYD,Per Week,KYD$450 - KYD$585 Weekly,23400,30420,23400,30420,26910
H2B6U4,45,KYD,Per Week,KYD$8.5 - KYD$9.5 Per Hour (paid Weekly),19890,22230,19890,22230,21060
G8J6W4,25,KYD,Bi-Weekly,KYD$300 Bi-Weekly (paid Bi-Weekly),7800,7800,7800,7800,7800
G8D8D3,42.5,USD,Bi-Weekly,USD$12 Per Hour (paid Bi-Weekly) + gratuities,26520,26520,22100,22100,22100
G6Q7F2,42.5,USD,Bi-Weekly,"USD$62,000 - USD$67,000 Per Annum (paid Bi-Weekly)",62000,67000,51666.67,55833.33,53750
G3C6Q8,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
G2R6R8,45,KYD,Per Month,"KYD$53,000 - KYD$82,200 Per Annum (paid Monthly)",53000,82200,53000,82200,67600
F7T8G6,45,KYD,Per Week,"KYD$21,060 - KYD$35,100 Per Annum (paid Weekly)",21060,35100,21060,35100,28080
F7Q4H5,42.5,USD,Bi-Weekly,USD$7 Per Hour (paid Bi-Weekly) + gratuities,15470,15470,12891.67,12891.67,12891.67
F3F5F6,40,USD,Bi-Weekly,"USD$70,000 - USD$80,000 Per Annum (paid Bi-Weekly)",70000,80000,58333.33,66666.67,62500
D8B8Q5,40,KYD,Bi-Weekly,"KYD$1,120 - KYD$1,200 Bi-Weekly (paid Bi-Weekly)",29120,31200,29120,31200,30160
D7V8W3,45,KYD,Bi-Weekly,KYD$9 - KYD$12 Per Hour (paid Bi-Weekly),21060,28080,21060,28080,24570
D4H2H8,42.5,USD,Bi-Weekly,USD$9.5 Per Hour (paid Bi-Weekly) + gratuities,20995,20995,17495.83,17495.83,17495.83
D2Y2K4,45,KYD,Per Week,KYD$650 - KYD$850 Weekly,33800,44200,33800,44200,39000
D2X2U6,45,KYD,Bi-Weekly,KYD$9.5 - KYD$14 Per Hour (paid Bi-Weekly) + gratuities,22230,32760,22230,32760,27495
C3K5D4,45,KYD,Bi-Monthly,"KYD$45,000 - KYD$60,000 Per Annum (paid Bi-Monthly)",45000,60000,45000,60000,52500
B8K6S5,45,KYD,Bi-Weekly,"KYD$70,000 - KYD$80,500 Per Annum (paid Bi-Weekly)",70000,80500,70000,80500,75250
B8H5D7,40,KYD,Per Week,KYD$270 Weekly,14040,14040,14040,14040,14040
B8G7Q2,45,USD,Per Month,"USD$2,379 Monthly",28548,28548,23790,23790,23790
B6B2D3,45,KYD,Per Month,KYD$6.5 - KYD$7 Per Hour (paid Monthly),15210,16380,15210,16380,15795
B3P7Y4,40,KYD,Per Week,KYD$270 Weekly,14040,14040,14040,14040,14040
A8A3S3,42.5,USD,Bi-Weekly,USD$7 Per Hour (paid Bi-Weekly) + gratuities,15470,15470,12891.67,12891.67,12891.67
A7M7X2,45,KYD,Per Week,KYD$15 - KYD$18 Per Hour (paid Weekly),35100,42120,35100,42120,38610
A5W6D3,42.5,USD,Bi-Weekly,"USD$72,000 - USD$77,000 Per Annum (paid Bi-Weekly)",72000,77000,60000,64166.67,62083.33
A3U3P2,45,KYD,Per Month,KYD$9 - KYD$14 Per Hour (paid Monthly),21060,32760,21060,32760,26910
U2W7E8,40,USD,Per Year,"USD$100,000 - USD$125,000 Per Annum (paid Per Annum)",100000,125000,83333.33,104166.67,93750
M5D8G6,40,KYD,Per Hour,KYD$8 Per Hour (paid Per Hour),16640,16640,16640,16640,16640
E8X6Q2,45,KYD,Bi-Weekly,"KYD$1,080 - KYD$1,620 Bi-Weekly (paid Bi-Weekly)",28080,42120,28080,42120,35100
Y3E6C5,10,KYD,Per Month,KYD$300 - KYD$400 Monthly,3600,4800,3600,4800,4200
X7K3E6,45,KYD,Bi-Weekly,KYD$18 - KYD$21 Per Hour (paid Bi-Weekly),42120,49140,42120,49140,45630
W5B3Q3,45,KYD,Per Month,KYD$9 - KYD$12 Per Hour (paid Monthly),21060,28080,21060,28080,24570
V8K3Q5,45,KYD,Bi-Weekly,KYD$8 - KYD$12 Per Hour (paid Bi-Weekly),18720,28080,18720,28080,23400
V7C5Q7,40,KYD,Per Week,KYD$240 - KYD$320 Weekly,12480,16640,12480,16640,14560
V4W4E3,45,KYD,Per Month,"KYD$60,000 - KYD$65,000 Per Annum (paid Monthly)",60000,65000,60000,65000,62500
V3D7K2,40,KYD,Per Month,KYD$7 Per Hour (paid Monthly),14560,14560,14560,14560,14560
V2P5P8,40,USD,Per Hour,USD$9 - USD$12 Per Hour (paid Per Hour),18720,24960,15600,20800,18200
U7R5C3,45,KYD,Per Month,KYD$270 Weekly (paid Monthly),14040,14040,14040,14040,14040
T8X3S8,40,KYD,Per Week,"KYD$26,000 - KYD$31,200 Per Annum (paid Weekly)",26000,31200,26000,31200,28600
T8D2A3,45,KYD,Per Month,"KYD$2,499.9 - KYD$2,899.65 Monthly",29998.8,34795.8,29998.8,34795.8,32397.3
S4A6G4,45,KYD,Per Hour,"KYD$30,420 - KYD$39,780 Per Annum (paid Per Hour)",30420,39780,30420,39780,35100
S3H5P6,45,KYD,Per Month,KYD$540 - KYD$630 Bi-Weekly (paid Monthly),14040,16380,14040,16380,15210
R8J7A3,40,KYD,Per Month,KYD$17 Per Hour (paid Monthly),35360,35360,35360,35360,35360
Q8N4W8,37.5,USD,Per Month,"USD$90,000 - USD$115,000 Per Annum (paid Monthly)",90000,115000,75000,95833.33,85416.67
Q8G8Y4,40,KYD,Per Week,KYD$18 - KYD$19.35 Per Hour (paid Weekly),37440,40248,37440,40248,38844
Q5U4S2,15,KYD,Per Month,KYD$9 - KYD$10 Per Hour (paid Monthly),7020,7800,7020,7800,7410
P7E8E2,37.5,KYD,Per Month,"KYD$92,446 - KYD$114,843 Per Annum (paid Monthly)",92446,114843,92446,114843,103644.5
P3S7A7,45,KYD,Per Month,KYD$7 - KYD$9 Per Hour (paid Monthly),16380,21060,16380,21060,18720
P3G6W4,45,KYD,Per Month,"KYD$21,060 - KYD$28,080 Per Annum (paid Monthly)",21060,28080,21060,28080,24570
N6N6Y8,45,USD,Bi-Weekly,"USD$85,000 - USD$110,000 Per Annum (paid Bi-Weekly)",85000,110000,70833.33,91666.67,81250
N4X5J3,12,KYD,Per Month,"KYD$4,992 - KYD$6,240 Per Annum (paid Monthly)",4992,6240,4992,6240,5616
N3M7K3,45,KYD,Per Month,"KYD$40,000 - KYD$60,000 Per Annum (paid Monthly)",40000,60000,40000,60000,50000
M8S2F6,45,KYD,Per Month,KYD$8.5 - KYD$9 Per Hour (paid Monthly),19890,21060,19890,21060,20475
K8U3A8,45,KYD,Per Month,"KYD$2,500 - KYD$3,500 Monthly",30000,42000,30000,42000,36000
K3B2V5,40,KYD,Per Month,"KYD$27,040 - KYD$33,280 Per Annum (paid Monthly)",27040,33280,27040,33280,30160
J4M4X7,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
H2S4T6,40,KYD,Per Week,KYD$6 - KYD$8 Per Hour (paid Weekly),12480,16640,12480,16640,14560
G8C5X7,45,KYD,Per Month,"KYD$80,000 - KYD$100,000 Per Annum (paid Monthly)",80000,100000,80000,100000,90000
G7S8X3,45,KYD,Per Month,KYD$8 - KYD$9 Per Hour (paid Monthly),18720,21060,18720,21060,19890
F5F3E7,45,KYD,Per Hour,KYD$7.5 - KYD$10 Per Hour (paid Per Hour),17550,23400,17550,23400,20475
F2M8N4,45,KYD,Bi-Weekly,"KYD$1,000 - KYD$1,500 Bi-Weekly (paid Bi-Weekly)",26000,39000,26000,39000,32500
E2Q3D6,40,KYD,Bi-Weekly,"KYD$1,440 - KYD$1,548 Bi-Weekly (paid Bi-Weekly)",37440,40248,37440,40248,38844
D7H6G2,45,KYD,Bi-Weekly,KYD$15 - KYD$18 Per Hour (paid Bi-Weekly),35100,42120,35100,42120,38610
D4Y2K5,45,KYD,Per Month,"KYD$10,000 - KYD$15,000 Monthly",120000,180000,120000,180000,150000
D4U8M5,45,KYD,Per Week,KYD$10 - KYD$14 Per Hour (paid Weekly),23400,32760,23400,32760,28080
D3P2D6,40,KYD,Bi-Weekly,"KYD$12,480 - KYD$19,510.4 Per Annum (paid Bi-Weekly)",12480,19510.4,12480,19510.4,15995.2
C5X8G2,45,KYD,Bi-Weekly,KYD$7 - KYD$12 Per Hour (paid Bi-Weekly),16380,28080,16380,28080,22230
C5U3Q3,10,KYD,Per Month,KYD$300 - KYD$400 Monthly,3600,4800,3600,4800,4200
B6M8N3,45,KYD,Bi-Weekly,KYD$14 - KYD$18 Per Hour (paid Bi-Weekly),32760,42120,32760,42120,37440
B3E7P6,40,KYD,Per Week,KYD$400 - KYD$600 Weekly,20800,31200,20800,31200,26000
A7R2U6,25,KYD,Per Month,KYD$900 - KYD$945 Monthly,10800,11340,10800,11340,11070
A7F4Y4,40,KYD,Per Month,"KYD$80,000 - KYD$105,000 Per Annum (paid Monthly)",80000,105000,80000,105000,92500
A5Q8B2,40,KYD,Per Week,KYD$320 - KYD$400 Weekly,16640,20800,16640,20800,18720
A2M8G4,45,KYD,Bi-Weekly,KYD$675 - KYD$750 Bi-Weekly (paid Bi-Weekly),17550,19500,17550,19500,18525
A2H6U3,45,KYD,Per Week,KYD$10 - KYD$14 Per Hour (paid Weekly),23400,32760,23400,32760,28080
X5D4Y7,45,KYD,Bi-Monthly,"KYD$72,800 - KYD$101,920 Per Annum (paid Bi-Monthly)",72800,101920,72800,101920,87360
V2W4U3,45,KYD,Per Hour,KYD$8 - KYD$12 Per Hour (paid Per Hour),18720,28080,18720,28080,23400
V2R8U3,40,KYD,Per Month,"KYD$4,562 - KYD$5,930 Monthly",54744,71160,54744,71160,62952
S8E7F7,40,KYD,Per Month,"KYD$5,104.67 - KYD$6,636.93 Monthly",61256,79643.2,61256,79643.2,70449.6
P5E7J5,45,USD,Per Month,"USD$21,600 - USD$30,000 Per Annum (paid Monthly)",21600,30000,18000,25000,21500
N5J7X7,40,KYD,Per Month,"KYD$4,075 - KYD$5,297 Monthly",48900,63564,48900,63564,56232
K7U2G8,45,KYD,Per Week,KYD$540 Weekly,28080,28080,28080,28080,28080
K2C6S5,40,KYD,Per Month,"KYD$6,239.08 - KYD$8,110.83 Monthly",74869,97330,74869,97330,86099.5
W5K3W2,45,KYD,Per Hour,KYD$8 - KYD$12 Per Hour (paid Per Hour),18720,28080,18720,28080,23400
T6E2G2,45,KYD,Per Week,"KYD$14,040 - KYD$16,380 Per Annum (paid Weekly) + gratuities",14040,16380,14040,16380,15210
S3C2H2,45,KYD,Per Month,"KYD$2,750 - KYD$3,500 Monthly",33000,42000,33000,42000,37500
N8P2R3,40,KYD,Per Month,"KYD$14,560 Per Annum (paid Monthly)",14560,14560,14560,14560,14560
K7Q7H5,45,KYD,Per Hour,"KYD$16,380 - KYD$18,720 Per Annum (paid Per Hour)",16380,18720,16380,18720,17550
G4U8W7,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour) + gratuities,14040,18720,14040,18720,16380
F3N2J5,42,KYD,Per Week,KYD$400 Weekly,20800,20800,20800,20800,20800
E8M6G3,45,KYD,Per Week,KYD$10 Per Hour (paid Weekly),23400,23400,23400,23400,23400
D8E4N7,45,KYD,Bi-Weekly,KYD$4.5 - KYD$6.5 Per Hour (paid Bi-Weekly) + gratuities,10530,15210,10530,15210,12870
A3U8D7,40,USD,Per Year,"USD$44,000 - USD$58,000 Per Annum (paid Per Annum)",44000,58000,36666.67,48333.33,42500
W7D6T4,45,KYD,Per Year,"KYD$38,000 Per Annum (paid Per Annum)",38000,38000,38000,38000,38000
V8H2P6,45,KYD,Bi-Weekly,"KYD$12,285 - KYD$12,870 Per Annum (paid Bi-Weekly) + gratuities",12285,12870,12285,12870,12577.5
N2Q5K8,45,KYD,Bi-Weekly,KYD$5.25 - KYD$6 Per Hour (paid Bi-Weekly) + gratuities,12285,14040,12285,14040,13162.5
H3Q7B2,45,KYD,Per Hour,KYD$4.5 - KYD$6 Per Hour (paid Per Hour) + gratuities,10530,14040,10530,14040,12285
C8Q7Q3,45,KYD,Bi-Weekly,"KYD$12,870 Per Annum (paid Bi-Weekly) + gratuities",12870,12870,12870,12870,12870
Y7N6D6,45,KYD,Per Week,KYD$12 Per Hour (paid Weekly),28080,28080,28080,28080,28080
Y7C3F8,45,USD,Bi-Weekly,USD$6 - USD$11 Per Hour (paid Bi-Weekly) + gratuities,14040,25740,11700,21450,16575
Y6V7A5,45,KYD,Per Week,KYD$630 Weekly,32760,32760,32760,32760,32760
Y4U4H4,45,KYD,Per Month,"KYD$84,708 - KYD$137,592 Per Annum (paid Monthly)",84708,137592,84708,137592,111150
Y4N8C4,42.5,USD,Bi-Weekly,"USD$88,000 - USD$92,000 Per Annum (paid Bi-Weekly)",88000,92000,73333.33,76666.67,75000
Y3R6U3,45,KYD,Bi-Weekly,"KYD$1,170 - KYD$1,560 Monthly (paid Bi-Weekly)",14040,18720,14040,18720,16380
Y3A7W7,45,KYD,Per Week,KYD$450 - KYD$550 Weekly,23400,28600,23400,28600,26000
Y3A5E2,45,KYD,Bi-Weekly,KYD$720 - KYD$900 Bi-Weekly (paid Bi-Weekly),18720,23400,18720,23400,21060
Y2U2Y6,45,KYD,Per Month,"KYD$2,000 - KYD$2,600 Monthly",24000,31200,24000,31200,27600
Y2G7Q3,45,KYD,Per Month,KYD$540 - KYD$720 Bi-Weekly (paid Monthly),14040,18720,14040,18720,16380
Y2A3Q8,45,KYD,Per Week,KYD$360 - KYD$585 Weekly,18720,30420,18720,30420,24570
X8J6C2,40,KYD,Per Week,KYD$240 - KYD$320 Weekly,12480,16640,12480,16640,14560
X8A3V7,40,KYD,Per Month,KYD$12 Per Hour (paid Monthly),24960,24960,24960,24960,24960
X7W7V7,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
X7K5P2,45,KYD,Per Hour,KYD$12 - KYD$13 Per Hour (paid Per Hour),28080,30420,28080,30420,29250
X5G7E4,45,KYD,Bi-Weekly,"KYD$21,060 - KYD$28,080 Per Annum (paid Bi-Weekly)",21060,28080,21060,28080,24570
X2U2F7,45,KYD,Per Month,"KYD$48,000 - KYD$60,000 Per Annum (paid Monthly)",48000,60000,48000,60000,54000
X2M2S4,45,KYD,Bi-Weekly,"KYD$22,800 - KYD$28,800 Per Annum (paid Bi-Weekly)",22800,28800,22800,28800,25800
X2D5C2,45,KYD,Bi-Weekly,"KYD$21,060 - KYD$28,080 Per Annum (paid Bi-Weekly)",21060,28080,21060,28080,24570
W8W6P2,40,KYD,Per Month,"KYD$1,930.93 - KYD$2,080 Monthly",23171.2,24960,23171.2,24960,24065.6
W7X6G3,45,KYD,Per Month,"KYD$47,200 - KYD$74,800 Per Annum (paid Monthly)",47200,74800,47200,74800,61000
W7T3F5,45,KYD,Bi-Weekly,KYD$700 - KYD$750 Bi-Weekly (paid Bi-Weekly) + gratuities,18200,19500,18200,19500,18850
W6K5Q7,20,KYD,Per Month,"KYD$1,800 - KYD$2,000 Monthly",21600,24000,21600,24000,22800
W6A4T5,45,KYD,Per Week,"KYD$18,205.2 Per Annum (paid Weekly)",18205.2,18205.2,18205.2,18205.2,18205.2
W5P7P8,45,KYD,Per Month,"KYD$2,500 - KYD$3,000 Monthly  + gratuities",30000,36000,30000,36000,33000
W5C8T5,45,USD,Per Month,"USD$2,400 - USD$4,500 Monthly",28800,54000,24000,45000,34500
W4E7V8,40,USD,Per Month,"USD$100,000 Per Annum (paid Monthly)",100000,100000,83333.33,83333.33,83333.33
W4B6G2,45,KYD,Per Month,KYD$7 - KYD$8 Per Hour (paid Monthly),16380,18720,16380,18720,17550
W3U8T6,40,KYD,Bi-Weekly,"KYD$24,960 - KYD$31,200 Per Annum (paid Bi-Weekly)",24960,31200,24960,31200,28080
W3U8J5,45,KYD,Per Month,"KYD$48,000 - KYD$72,000 Per Annum (paid Monthly)",48000,72000,48000,72000,60000
W3S4U5,45,KYD,Bi-Weekly,KYD$10 - KYD$15 Per Hour (paid Bi-Weekly) + gratuities,23400,35100,23400,35100,29250
W3G5M5,45,USD,Per Month,"USD$18,000 Per Annum (paid Monthly)",18000,18000,15000,15000,15000
W3D6W3,45,KYD,Per Month,"KYD$2,800 - KYD$3,000 Monthly",33600,36000,33600,36000,34800
W2T8Y3,40,KYD,Per Week,"KYD$22,880 - KYD$31,200 Per Annum (paid Weekly)",22880,31200,22880,31200,27040
V8W2W2,37.5,USD,Per Month,"USD$190,000 - USD$250,000 Per Annum (paid Monthly)",190000,250000,158333.33,208333.33,183333.33
V8H4T4,45,KYD,Per Month,"KYD$250,000 - KYD$300,000 Per Annum (paid Monthly)",250000,300000,250000,300000,275000
V6R2T2,45,KYD,Per Month,"KYD$42,000 - KYD$48,000 Per Annum (paid Monthly)",42000,48000,42000,48000,45000
